0.4 0.981486 0.017712 0.00092 8e-005
0.8 0.966384 0.0312388 0.00254969 0.000221696
1.2 0.940012 0.0546809 0.00542417 0.000471606
1.6 0.894967 0.0944455 0.0104559 0.000909054
2 0.820763 0.159383 0.019147 0.00166462
2.4 0.705809 0.258563 0.0338141 0.00293969
2.8 0.545354 0.393304 0.0576087 0.00500819
3.2 0.356712 0.542724 0.0938041 0.00815462
3.6 0.186419 0.658817 0.143754 0.0124964
4 0.0783781 0.701013 0.204393 0.0177669
4.4 0.030043 0.679262 0.268927 0.023375
4.8 0.0120908 0.629294 0.331473 0.0288091
5.2 0.00539759 0.57306 0.389435 0.0338435
5.6 0.0026767 0.518476 0.442234 0.038428
6 0.00145597 0.46785 0.490022 0.0425758
6.4 0.000856825 0.421664 0.533163 0.0463186
6.8 0.000539059 0.379816 0.572062 0.0496919
7.2 0.000358993 0.342014 0.60712 0.0527304
7.6 0.000251017 0.307921 0.638707 0.0554665
8 0.000183049 0.277197 0.667163 0.0579299
8.4 0.000138434 0.249522 0.692799 0.0601475
8.8 0.000108065 0.2246 0.715893 0.0621437
9.2 8.67274e-005 0.202161 0.7367 0.0639405
9.6 7.13158e-005 0.181961 0.755446 0.0655578
10 5.99105e-005 0.163776 0.772337 0.0670134
10.4 5.1288e-005 0.147407 0.787559 0.0683237
10.8 4.46453e-005 0.132673 0.801278 0.0695029
11.2 3.94418e-005 0.119411 0.813644 0.0705643
11.6 3.53051e-005 0.107474 0.824793 0.0715196
12 3.19731e-005 0.09673 0.834845 0.0723794
12.4 2.92579e-005 0.0870597 0.843911 0.0731532
12.8 2.70222e-005 0.078356 0.85209 0.0738497
13.2 2.51643e-005 0.0705222 0.859469 0.0744765
13.6 2.36077e-005 0.0634716 0.866129 0.0750407
14 2.22938e-005 0.0571257 0.872141 0.0755485
14.4 2.11775e-005 0.0514143 0.877571 0.0760055
14.8 2.02236e-005 0.0462738 0.882477 0.0764168
15.2 1.94041e-005 0.0416472 0.886911 0.076787
15.6 1.86968e-005 0.0374832 0.89092 0.0771202
16 1.80839e-005 0.0337355 0.894546 0.07742
16.4 1.75506e-005 0.0303625 0.897829 0.0776899
16.8 1.70852e-005 0.0273267 0.900802 0.0779328
17.2 1.66777e-005 0.0245945 0.903496 0.0781514
17.6 1.63201e-005 0.0221354 0.905939 0.0783482
18 1.60055e-005 0.0199222 0.908157 0.0785253
18.4 1.57281e-005 0.0179302 0.910172 0.0786847
18.8 1.54831e-005 0.0161375 0.912003 0.0788281
19.2 1.52663e-005 0.0145239 0.91367 0.0789572
19.6 1.50742e-005 0.0130717 0.915189 0.0790734
20 1.49038e-005 0.0117647 0.916575 0.079178
20.4 1.47525e-005 0.0105884 0.91784 0.0792721
20.8 1.4618e-005 0.00952971 0.918998 0.0793568
21.2 1.44983e-005 0.00857686 0.920059 0.079433
21.6 1.43918e-005 0.00771928 0.921032 0.0795016
22 1.42969e-005 0.00694745 0.921926 0.0795634
22.4 1.42124e-005 0.00625279 0.92275 0.079619
22.8 1.4137e-005 0.00562759 0.92351 0.079669
23.2 1.40698e-005 0.0050649 0.924212 0.079714
23.6 1.40099e-005 0.00455848 0.924863 0.0797545
24 1.39565e-005 0.00410268 0.925467 0.079791
24.4 1.39089e-005 0.00369247 0.92603 0.0798238
24.8 1.38665e-005 0.00332326 0.926555 0.0798534
25.2 1.38288e-005 0.00299098 0.927046 0.07988
25.6 1.37951e-005 0.00269192 0.927506 0.0799039
26 1.37652e-005 0.00242276 0.927939 0.0799254
26.4 1.37386e-005 0.00218051 0.928348 0.0799448
26.8 1.3715e-005 0.00196249 0.928734 0.0799622
27.2 1.3694e-005 0.00176626 0.9291 0.0799779
27.6 1.36755e-005 0.00158966 0.929449 0.0799921
28 1.36591e-005 0.00143071 0.929781 0.0800048
28.4 1.36446e-005 0.00128766 0.930098 0.0800162
28.8 1.36319e-005 0.00115891 0.930403 0.0800265
29.2 1.36207e-005 0.00104303 0.930696 0.0800358
29.6 1.3611e-005 0.000938739 0.930978 0.0800442
30 1.36024e-005 0.000844877 0.93125 0.0800517
30.4 1.3595e-005 0.000760399 0.931514 0.0800584
30.8 1.35887e-005 0.000684368 0.931771 0.0800645
31.2 1.35832e-005 0.00061594 0.93202 0.08007
31.6 1.35786e-005 0.000554353 0.932263 0.0800749
32 1.35746e-005 0.000498924 0.9325 0.0800793
32.4 1.35714e-005 0.000449038 0.932733 0.0800833
32.8 1.35688e-005 0.000404139 0.932961 0.0800869
33.2 1.35666e-005 0.00036373 0.933184 0.0800902
33.6 1.3565e-005 0.000327362 0.933405 0.0800931
34 1.35638e-005 0.000294629 0.933621 0.0800957
34.4 1.3563e-005 0.00026517 0.933835 0.080098
34.8 1.35626e-005 0.000238656 0.934046 0.0801002
35.2 1.35624e-005 0.000214793 0.934255 0.0801021
35.6 1.35626e-005 0.000193317 0.934462 0.0801038
36 1.3563e-005 0.000173987 0.934666 0.0801053
36.4 1.35636e-005 0.000156591 0.934869 0.0801067
36.8 1.35645e-005 0.000140933 0.935071 0.080108
37.2 1.35655e-005 0.000126842 0.935271 0.0801091
37.6 1.35667e-005 0.000114159 0.935469 0.0801101
38 1.3568e-005 0.000102745 0.935667 0.080111
38.4 1.35695e-005 9.24713e-005 0.935864 0.0801119
38.8 1.35711e-005 8.32253e-005 0.936059 0.0801126
39.2 1.35729e-005 7.49037e-005 0.936254 0.0801133
39.6 1.35747e-005 6.74143e-005 0.936448 0.0801139
40 1.35766e-005 6.06736e-005 0.936642 0.0801144
