#params 1.804 0.2615 0.033 0.04285 errf11.4094
0 0.95715 0.04285 0 0
0.4 0.927746 0.0673979 0.00448211 0.00056562
0.8 0.882811 0.104579 0.0115328 0.00145527
1.2 0.816367 0.15888 0.0224741 0.00283571
1.6 0.722936 0.233758 0.0390974 0.00493292
2 0.601136 0.328166 0.0635563 0.00801853
2.4 0.458904 0.43186 0.0978952 0.0123503
2.8 0.315987 0.523996 0.143087 0.0180509
3.2 0.196571 0.581748 0.197926 0.0249676
3.6 0.114092 0.595737 0.258816 0.0326467
4 0.0650684 0.574605 0.321182 0.0405104
4.4 0.0381018 0.533897 0.38135 0.0480952
4.8 0.0234303 0.485683 0.437272 0.0551427
5.2 0.0152234 0.436681 0.488162 0.0615537
5.6 0.0104294 0.390037 0.533936 0.0673179
6 0.00749614 0.347026 0.574841 0.0724663
6.4 0.0056205 0.308023 0.611255 0.0770471
6.8 0.00437236 0.272987 0.643596 0.081113
7.2 0.00351193 0.241691 0.67228 0.0847164
7.6 0.00290014 0.213832 0.697695 0.0879067
8 0.00245322 0.18909 0.720201 0.0907293
8.4 0.00211898 0.16715 0.740124 0.0932253
8.8 0.00186382 0.147715 0.757756 0.0954317
9.2 0.00166553 0.130513 0.773359 0.0973815
9.6 0.001509 0.115296 0.787165 0.0991043
10 0.00138376 0.101839 0.799382 0.100626
10.4 0.00128235 0.0899443 0.810195 0.101971
10.8 0.00119937 0.0794321 0.819765 0.103158
11.2 0.00113087 0.0701438 0.828237 0.104206
11.6 0.00107386 0.0619381 0.83574 0.105132
12 0.00102607 0.0546898 0.842386 0.10595
12.4 0.000985787 0.0482878 0.848275 0.106672
12.8 0.000951635 0.0426339 0.853496 0.107309
13.2 0.000922548 0.0376409 0.858126 0.107872
13.6 0.000897675 0.0332318 0.862235 0.108369
14 0.000876328 0.0293386 0.865883 0.108807
14.4 0.000857951 0.0259011 0.869125 0.109195
14.8 0.000842087 0.022866 0.872008 0.109537
15.2 0.000828361 0.0201863 0.874574 0.109838
15.6 0.00081646 0.0178204 0.876861 0.110105
16 0.000806125 0.0157316 0.8789 0.11034
16.4 0.000797135 0.0138876 0.880721 0.110548
16.8 0.000789306 0.0122596 0.88235 0.110731
17.2 0.000782481 0.0108224 0.883809 0.110893
17.6 0.000776527 0.00955366 0.885118 0.111036
18 0.000771329 0.0084336 0.886294 0.111162
18.4 0.000766789 0.00744481 0.887354 0.111273
18.8 0.000762823 0.00657193 0.88831 0.111371
19.2 0.000759358 0.00580138 0.889175 0.111458
19.6 0.000756331 0.00512115 0.88996 0.111535
20 0.000753687 0.00452068 0.890673 0.111602
20.4 0.000751379 0.0039906 0.891324 0.111662
20.8 0.000749366 0.00352267 0.89192 0.111715
21.2 0.000747611 0.0031096 0.892467 0.111761
21.6 0.000746083 0.00274497 0.892971 0.111802
22 0.000744754 0.00242309 0.893436 0.111838
22.4 0.000743601 0.00213895 0.893868 0.11187
22.8 0.000742602 0.00188813 0.894271 0.111899
23.2 0.000741739 0.00166672 0.894647 0.111924
23.6 0.000740995 0.00147127 0.895001 0.111946
24 0.000740357 0.00129874 0.895333 0.111965
24.4 0.000739811 0.00114645 0.895648 0.111982
24.8 0.000739347 0.00101201 0.895947 0.111997
25.2 0.000738955 0.000893333 0.896232 0.112011
25.6 0.000738626 0.000788574 0.896505 0.112022
26 0.000738354 0.000696101 0.896767 0.112033
26.4 0.00073813 0.000614471 0.897019 0.112042
26.8 0.000737951 0.000542414 0.897263 0.11205
27.2 0.00073781 0.000478806 0.897499 0.112057
27.6 0.000737702 0.000422658 0.897729 0.112064
28 0.000737625 0.000373094 0.897952 0.112069
28.4 0.000737574 0.000329342 0.898171 0.112074
28.8 0.000737546 0.000290721 0.898385 0.112078
29.2 0.000737539 0.000256628 0.898595 0.112082
29.6 0.00073755 0.000226534 0.898802 0.112086
30 0.000737577 0.000199969 0.899005 0.112089
30.4 0.000737618 0.000176519 0.899206 0.112091
30.8 0.000737671 0.000155819 0.899404 0.112094
31.2 0.000737736 0.000137547 0.8996 0.112096
31.6 0.00073781 0.000121417 0.899795 0.112098
32 0.000737893 0.000107179 0.899987 0.112099
32.4 0.000737984 9.461e-005 0.900178 0.112101
32.8 0.000738081 8.35153e-005 0.900368 0.112102
33.2 0.000738184 7.37217e-005 0.900557 0.112103
33.6 0.000738292 6.50765e-005 0.900745 0.112104
34 0.000738405 5.74452e-005 0.900932 0.112105
34.4 0.000738522 5.07087e-005 0.901118 0.112105
34.8 0.000738643 4.47623e-005 0.901304 0.112106
35.2 0.000738767 3.95131e-005 0.901489 0.112107
35.6 0.000738894 3.48796e-005 0.901673 0.112107
36 0.000739023 3.07893e-005 0.901857 0.112108
36.4 0.000739154 2.71788e-005 0.902041 0.112108
36.8 0.000739287 2.39916e-005 0.902224 0.112108
37.2 0.000739423 2.11782e-005 0.902407 0.112109
37.6 0.000739559 1.86947e-005 0.90259 0.112109
38 0.000739697 1.65024e-005 0.902772 0.112109
38.4 0.000739836 1.45673e-005 0.902954 0.11211
38.8 0.000739976 1.2859e-005 0.903136 0.11211
39.2 0.000740117 1.13511e-005 0.903318 0.11211
39.6 0.000740259 1.002e-005 0.9035 0.11211
40 0.000740402 8.845e-006 0.903682 0.11211
