#params 2.368 0.2385 0.027 0.0095 errf4.96888
0 0.9905 0.0095 0 0
0.4 0.981785 0.017404 0.0009063 0.0001026
0.8 0.965797 0.0317405 0.00256682 0.000290563
1.2 0.936954 0.057406 0.00559538 0.000633361
1.6 0.886194 0.102256 0.011073 0.00125335
2 0.800537 0.177231 0.0208305 0.00235771
2.4 0.666309 0.292798 0.0377425 0.00427181
2.8 0.481649 0.446495 0.0656829 0.00743402
3.2 0.278046 0.602777 0.108292 0.0122562
3.6 0.119351 0.697512 0.165818 0.0187662
4 0.0405218 0.70229 0.232394 0.0262993
4.4 0.0135744 0.654662 0.299439 0.033884
4.8 0.00515969 0.593555 0.361954 0.0409544
5.2 0.00225987 0.53342 0.418651 0.0473648
5.6 0.00111851 0.477913 0.469623 0.0531257
6 0.000612408 0.427665 0.51531 0.0582872
6.4 0.000364454 0.382495 0.556212 0.0629059
6.8 0.000232485 0.342006 0.592813 0.0670369
7.2 0.000157219 0.30576 0.625559 0.0707305
7.6 0.000111717 0.273334 0.654854 0.0740327
8 8.28157e-005 0.244335 0.681061 0.0769847
8.4 6.36659e-005 0.218406 0.704507 0.0796236
8.8 5.05078e-005 0.195224 0.725484 0.0819823
9.2 4.11782e-005 0.174501 0.744253 0.0840908
9.6 3.43802e-005 0.155975 0.761049 0.0859754
10 2.93078e-005 0.139416 0.776081 0.0876599
10.4 2.54434e-005 0.124614 0.789537 0.0891656
10.8 2.24453e-005 0.111383 0.801583 0.0905114
11.2 2.00818e-005 0.0995564 0.812369 0.0917144
11.6 1.81921e-005 0.0889854 0.822029 0.0927896
12 1.66624e-005 0.0795367 0.830683 0.0937506
12.4 1.54104e-005 0.0710911 0.838437 0.0946096
12.8 1.43758e-005 0.0635423 0.845387 0.0953774
13.2 1.35134e-005 0.056795 0.851618 0.0960636
13.6 1.27892e-005 0.0507641 0.857206 0.096677
14 1.21768e-005 0.0453735 0.862221 0.0972253
14.4 1.16559e-005 0.0405554 0.866722 0.0977153
14.8 1.12105e-005 0.0362488 0.870764 0.0981533
15.2 1.08278e-005 0.0323996 0.874396 0.0985448
15.6 1.04977e-005 0.0289591 0.877662 0.0988947
16 1.02118e-005 0.0258839 0.8806 0.0992075
16.4 9.96348e-006 0.0231353 0.883246 0.099487
16.8 9.74714e-006 0.0206786 0.88563 0.0997369
17.2 9.55817e-006 0.0184827 0.887779 0.0999602
17.6 9.39275e-006 0.01652 0.88972 0.10016
18 9.24765e-006 0.0147657 0.891474 0.100338
18.4 9.12016e-006 0.0131977 0.893061 0.100498
18.8 9.00798e-006 0.0117962 0.894499 0.10064
19.2 8.90913e-006 0.0105436 0.895803 0.100768
19.6 8.82194e-006 0.00942394 0.896988 0.100882
20 8.74495e-006 0.0084232 0.898067 0.100983
20.4 8.67693e-006 0.00752872 0.89905 0.101074
20.8 8.61679e-006 0.00672924 0.899948 0.101156
21.2 8.56359e-006 0.00601465 0.90077 0.101228
21.6 8.51652e-006 0.00537594 0.901524 0.101293
22 8.47485e-006 0.00480506 0.902217 0.101351
22.4 8.43798e-006 0.0042948 0.902856 0.101403
22.8 8.40534e-006 0.00383873 0.903446 0.10145
23.2 8.37646e-006 0.00343108 0.903993 0.101491
23.6 8.35091e-006 0.00306673 0.904501 0.101528
24 8.32832e-006 0.00274107 0.904975 0.101561
24.4 8.30836e-006 0.00244999 0.905417 0.101591
24.8 8.29074e-006 0.00218982 0.905832 0.101617
25.2 8.27521e-006 0.00195728 0.906222 0.101641
25.6 8.26152e-006 0.00174943 0.90659 0.101662
26 8.24948e-006 0.00156365 0.906938 0.101681
26.4 8.23891e-006 0.00139761 0.907269 0.101698
26.8 8.22965e-006 0.00124919 0.907583 0.101713
27.2 8.22156e-006 0.00111654 0.907884 0.101726
27.6 8.21451e-006 0.000997969 0.908172 0.101738
28 8.20839e-006 0.000891993 0.908449 0.101749
28.4 8.2031e-006 0.00079727 0.908716 0.101759
28.8 8.19854e-006 0.000712606 0.908974 0.101767
29.2 8.19465e-006 0.000636933 0.909223 0.101775
29.6 8.19134e-006 0.000569295 0.909466 0.101782
30 8.18856e-006 0.000508841 0.909702 0.101788
30.4 8.18626e-006 0.000454806 0.909933 0.101794
30.8 8.18437e-006 0.000406509 0.910158 0.101799
31.2 8.18285e-006 0.000363341 0.910379 0.101803
31.6 8.18167e-006 0.000324757 0.910596 0.101807
32 8.18079e-006 0.00029027 0.910809 0.10181
32.4 8.18018e-006 0.000259446 0.911019 0.101814
32.8 8.1798e-006 0.000231895 0.911226 0.101816
33.2 8.17964e-006 0.000207269 0.91143 0.101819
33.6 8.17967e-006 0.000185259 0.911632 0.101821
34 8.17987e-006 0.000165586 0.911832 0.101823
34.4 8.18023e-006 0.000148002 0.91203 0.101825
34.8 8.18072e-006 0.000132285 0.912227 0.101827
35.2 8.18133e-006 0.000118238 0.912422 0.101828
35.6 8.18205e-006 0.000105682 0.912615 0.101829
36 8.18286e-006 9.4459e-005 0.912808 0.10183
36.4 8.18377e-006 8.44282e-005 0.913 0.101831
36.8 8.18475e-006 7.54626e-005 0.91319 0.101832
37.2 8.1858e-006 6.74491e-005 0.91338 0.101833
37.6 8.18692e-006 6.02865e-005 0.913569 0.101834
38 8.18809e-006 5.38845e-005 0.913758 0.101834
38.4 8.18931e-006 4.81624e-005 0.913946 0.101835
38.8 8.19057e-006 4.30479e-005 0.914133 0.101836
39.2 8.19188e-006 3.84766e-005 0.91432 0.101836
39.6 8.19322e-006 3.43907e-005 0.914506 0.101836
40 8.19459e-006 3.07386e-005 0.914693 0.101837
