#params 2.54 0.2405 0.017 0.00525 errf3.41031
0 0.99475 0.00525 0 0
0.4 0.989643 0.0100152 0.00050505 3.57e-005
0.8 0.979771 0.0190538 0.00146862 0.000103804
1.2 0.961 0.0360583 0.00330188 0.000233369
1.6 0.925985 0.0675507 0.00677135 0.000478566
2 0.862619 0.124145 0.0132711 0.00093791
2.4 0.753988 0.220161 0.0252165 0.00178209
2.8 0.585485 0.366139 0.046401 0.00327919
3.2 0.367803 0.546225 0.0816328 0.00576893
3.6 0.163759 0.694082 0.134196 0.00948327
4 0.048311 0.738072 0.200994 0.014203
4.4 0.0120931 0.698278 0.272036 0.0192219
4.8 0.00351608 0.634935 0.339265 0.0239702
5.2 0.00124858 0.571805 0.400414 0.0282878
5.6 0.000523462 0.513634 0.455501 0.032176
6 0.000250397 0.461003 0.505004 0.0356687
6.4 0.000133166 0.413637 0.549454 0.0388036
6.8 7.72291e-005 0.371088 0.589355 0.0416163
7.2 4.81272e-005 0.332895 0.625172 0.0441397
7.6 3.18592e-005 0.298623 0.657321 0.0464034
8 2.21994e-005 0.267875 0.686181 0.048434
8.4 1.6162e-005 0.24029 0.712087 0.0502556
8.8 1.22196e-005 0.215544 0.735346 0.0518895
9.2 9.54601e-006 0.193346 0.756228 0.0533552
9.6 7.67271e-006 0.173433 0.774979 0.05467
10 6.32225e-006 0.155571 0.791818 0.0558493
10.4 5.32422e-006 0.139548 0.806943 0.0569072
10.8 4.57042e-006 0.125175 0.820528 0.0578561
11.2 3.99007e-006 0.112283 0.832734 0.0587073
11.6 3.53569e-006 0.100718 0.843703 0.0594709
12 3.17459e-006 0.0903445 0.85356 0.0601557
12.4 2.88383e-006 0.0810393 0.862422 0.0607701
12.8 2.64696e-006 0.0726925 0.870391 0.0613212
13.2 2.452e-006 0.0652053 0.877558 0.0618155
13.6 2.29005e-006 0.0584893 0.884006 0.0622589
14 2.15442e-006 0.0524651 0.88981 0.0626566
14.4 2.04001e-006 0.0470613 0.895035 0.0630133
